,acantholimon_aspadanum,acantholimon_scorpius,acanthophyllum_crassifolium,acantolimun_hohenacheri,achillea_filipendula,achillea_millefolium,agropyron_cristatum,agropyron_long,agropyron_repens,agropyrum_elongatum,agropyrun_intermedium,agropyrun_trichophorun,ajuga_reptans,alchemilla_rigida,alchemilla_surculosa,alchemillia_rigida,allium_aucheri,allium_colchicifolium,allium_vavilovii,alyssum_bracteatum,alyssum_hirsutum,alyssum_minus,anagallis_arvensis,androsace_maxima,anthemis_candidissima,anthemis_tinctoria,apium_graveolens,arenaria_insignis,artemisia_aucheri,artemisia_sieberi,asperula_arvensis,asperula_brachyantha,asperula_odorata,astragalus_aegobromus,astragalus_brachyodontus,astragalus_effuses,astragalus_glucacanthus,astragalus_grammocalyx,astragalus_microcephalus,astragalus_pinetorum,astragalus_pulchellus,astragalus_verus,boissiera_squarrosa,bosiera_squarrosa,bromus_briziformis,bromus_danthoniae,bromus_tectorum,bromus_tomentellus,bromus_tomentosus,bunium_kuhitangi,calamagrostis_pseudophragmites,capsella_bursa,cardaria_draba,cardariadraba_l,carex_divulsa,carex_stenophylla,centaurea_aucheri,centaurea_elbursensis,centaurea_iljinii,centaurea_ovina,ceratocarpus_arenarius,chenopodium_botrys,cirisium_arvense,cirsium_bornmulleri,cirsium_bracteosum,cirsium_canum,convolvulus_commutatus,convolvulus_pseudocantabrica,cousinia_eryngioides,cousinia_gmelini,cousinia_habilitzlii,cousinia_iranica,cousinia_pinarocephala,cousinia_tenella,dactylis_glomerata,dactylis_golmerata,draba_aucheri,draba_siliquosa,echinops_chorassanicus,echium_italicum,ephedra_intermedia,ephorbia_bungei,erodium_cicutarium,erodium_gruinum,eryngium_bilardieri,eryngium_caucasicum,eryngium_pyramidale,euphorbia_humilis,eurotia_ceratoides,falcaria_falcarioides,falcaria_vulgaris,ferula_ovina,ferula_schtschurowskiana,festuca_arundinaceae,festuca_ovina,festuca_rubra,festuca_valesiaca,fibigia_suffruticosa,fragaria_vesca,galium_verum,gallium_verum,geranim_dissectum,geranim_tuberosum,geranium_collinum,geranium_robertianum,glaucium_corniculatum,helianthemum_nummularium,heracleum_gorganicum,heracleum_persicum,heteranthelium_piliferum,hippocrepis_comosa,hordeum_bulbosom,hypericum_perforatum,hypericum_scabrum,id_id,ixiolirion_tataricum,koeleria_macrantha,koelpinia_tenuissima,lactuca_serriola,lamium_album,lepidium_aucheri,lepidium_ruderale,lithospermum_arvense,lolium_perenne,lolium_perrenne,malva_neglecta,malva_parviflora,malva_rotundifolia,medicago_lupulina,medicago_minima,medicago_polymorpha,medicago_rigidula,mentha_spicata,myosotis_lithospermifolia,myosotis_palustris,myosotis_stricta,nepeta_betonicifolia,notoceras_bicorne,onobrychis_cornuta,onobrychis_michauxii,onobrychis_radiata,onopordon_heteracanthum,orobanche_purpurea,papaver_bracteatum,peganum_harmala,phalaris_arundinaceae,phleum_alpinum,phloem_montanum,phlomis_anisodonta,phlomis_cancellata,phlomis_olivieri,phlomis_oucheri,pimpinella_aurea,pimpinella_saxifraga,pimpinella_tragioides,pimpinella_tragium,plantago_atrata,plantago_lanceolata,plantago_ovata,poa_annua,poa_bulbosa,poa_pratensis,potentilia_recta,potentilla_gaubeana,potentilla_gilanica,potentilla_meyeri,potentilla_polyschista,potentilla_reptans,primula_algida,prunus_spinosa,ranunculus_buhsei,ranunculus_straussii,rheum_turkestanicum,rhinchochoris_elephants,rosa_persica,rumex_elbursnis,salvia_hypoleuca,sanguisorba_minor,scariola_arientalis,sedum_annuum,sedum_caespitosum,sedum_gracile,senecio_paucilobus,silene_aucheriana,silene_longipetala,silene_vulgaris,sisymbrium_altissimum,sisymbrium_officinale,sophora_alopecuroides,stachys_byzanthina,stachys_inflata,stachys_lavandulifolia,stachys_persica,stellaria_graminea,stellaria_media,stipa_barbata,stipa_lessingiana,taraxacum_montanum,taraxacum_serotinum,teucrium_macrum,teucrium_polium,thymus_fallax,thymus_kotschyanus,torilis_arvensis,tragopogon_monanus,tragopogon_montanus,traxacum_baltistannicum,trifolium_pratense,trifolium_repense,turgenia_latifolia,urtica_dioica,verbascum_cheiranthifolium,verbascum_haesarense,verbascum_phlomoides,verbascum_pulverulentum,verbascumflavidum_boiss,veronica_bozakmanii,veronica_intercedens,veronica_varna,vicia_ervilla,vicia_persica,vinca_herbacea,viola_oderata,ziziphora_clinopodioides
399,NA,NA,NA,NA,NA,42.96,NA,NA,NA,NA,0,NA,0,NA,NA,6.455,2.728,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.893,0,NA,NA,NA,0,NA,NA,4.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.782,0,NA,NA,NA,NA,0.762,NA,NA,NA,NA,NA,2.827,NA,NA,0,NA,NA,NA,NA,0,masouleh_GA1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,13.88,NA,NA,0.646,0,NA,NA,NA,11.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.686,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,163.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,NA,NA,NA,NA,NA,15.07,NA,NA,NA,NA,0,NA,0,NA,NA,8.802,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,5.359,NA,NA,NA,0.315,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.371,9.48,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1.407,NA,NA,0,NA,NA,NA,NA,0,masouleh_GA1,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,11.17,NA,NA,15.3,0,NA,NA,NA,9.877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,260.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,NA,NA,NA,NA,NA,10.04,NA,NA,NA,NA,0,NA,0,NA,NA,23.47,0.682,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.58,NA,NA,NA,0,NA,NA,0.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21.07,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,masouleh_GA1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2.883,NA,NA,NA,NA,NA,23.23,NA,NA,0,0,NA,NA,NA,3.873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.064,NA,NA,19.08,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,NA,NA,NA,NA,NA,14.32,NA,NA,NA,NA,0,NA,0.163,NA,NA,11.14,1.637,NA,NA,NA,0.214,NA,NA,NA,NA,2.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0.27,NA,NA,4.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.09,0.263,NA,NA,NA,NA,0.655,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,8.783,masouleh_GA1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.148,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,23.83,NA,NA,6.233,0,NA,NA,NA,0.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,31.46,NA,NA,NA,NA,NA,NA,3.105,NA,NA,0,37.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,NA,NA,NA,NA,NA,46.54,NA,NA,NA,NA,0,NA,0.344,NA,NA,14.96,0,NA,NA,NA,0.565,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.739,NA,NA,NA,NA,0.661,NA,NA,NA,NA,NA,0,NA,NA,14.03,NA,NA,NA,NA,0,masouleh_GA1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,7.171,NA,NA,0.68,0,NA,NA,NA,2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1.283,NA,NA,98.8,NA,NA,NA,NA,NA,NA,31.09,NA,NA,0,61.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,NA,NA,NA,NA,NA,4.654,NA,NA,NA,NA,0,NA,0.143,NA,NA,58.97,0,NA,NA,NA,0.211,NA,NA,NA,NA,0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.863,7.9,NA,NA,NA,NA,1.19,NA,NA,NA,NA,NA,2.843,NA,NA,0,NA,NA,NA,NA,1.464,masouleh_GA1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2.545,NA,NA,0.283,1.54,NA,NA,NA,0.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,2.507,NA,NA,NA,NA,NA,NA,0,NA,NA,0,22.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
405,NA,NA,NA,NA,NA,3.974,NA,NA,NA,NA,0,NA,0.333,NA,NA,44.01,0,NA,NA,NA,0.492,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.405,0,NA,NA,NA,0.103,NA,NA,2.0327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.425,4.793,NA,NA,NA,NA,1.386,NA,NA,NA,NA,NA,5.627,NA,NA,0,NA,NA,NA,NA,1.522,masouleh_GA1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2.591,NA,NA,0.635,0,NA,NA,NA,0.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,14.75,NA,NA,NA,NA,NA,NA,3.05,NA,NA,0,17.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,NA,NA,NA,NA,NA,32.22,NA,NA,NA,NA,0,NA,0,NA,NA,44.321,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10.11,NA,NA,NA,0,NA,NA,1.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.633,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2.789,NA,NA,0,NA,NA,NA,NA,3.935,masouleh_GA1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,6.94,NA,NA,2.267,0,NA,NA,NA,2.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,5.554,NA,NA,NA,NA,NA,NA,0,NA,NA,0,171.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,NA,NA,NA,NA,NA,37.05,NA,NA,NA,NA,6.541,NA,0,NA,NA,24.41,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,5.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.85,2.107,NA,NA,NA,NA,0.768,NA,NA,NA,NA,NA,2.984,NA,NA,0,NA,NA,NA,NA,0,masouleh_GA1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,10.27,NA,NA,1.133,0,NA,NA,NA,19.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,52.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,NA,NA,NA,NA,NA,15.11,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825,0,NA,NA,NA,0.22,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.124,2.633,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2.045,NA,NA,0,NA,NA,NA,NA,0,masouleh_GA1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,23.03,NA,NA,11.33,0,NA,NA,NA,10.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,111.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,NA,NA,NA,NA,NA,0.358,NA,NA,NA,NA,0,NA,0.322,NA,NA,17.6,2.728,NA,NA,NA,0.403,NA,NA,NA,NA,9.578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6325,0,NA,NA,NA,0,NA,NA,6.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.48,NA,NA,NA,NA,5.952,NA,NA,NA,NA,NA,28.13,NA,NA,0,NA,NA,NA,NA,2.98,masouleh_GA1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,17.3,NA,NA,NA,NA,NA,23.36,NA,NA,0,0,NA,NA,NA,7.747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.647,NA,NA,196.34,NA,NA,NA,NA,NA,NA,1.502,NA,NA,0,59.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410,NA,NA,NA,NA,NA,32.22,NA,NA,NA,NA,0,NA,0.158,NA,NA,88,1.773,NA,NA,NA,0.2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13.17,NA,NA,NA,NA,0.714,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,masouleh_GA1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.137,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,32.39,NA,NA,3.4,0.733,NA,NA,NA,5.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.543,NA,NA,0.653,NA,NA,24.58,NA,NA,NA,NA,NA,NA,6.209,NA,NA,0,14.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,NA,NA,NA,NA,NA,42.96,NA,NA,NA,NA,0,NA,0,NA,NA,9.741,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0.254,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.791,NA,NA,NA,NA,0.667,NA,NA,NA,NA,NA,0,NA,NA,28.28,NA,NA,NA,NA,0,masouleh_GA1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,8.071,NA,NA,NA,NA,NA,53.21,NA,NA,2.833,0,NA,NA,NA,2.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,19.21,NA,NA,NA,NA,NA,NA,31.45,NA,NA,0,111.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412,NA,NA,NA,NA,NA,53.7,NA,NA,NA,NA,0,NA,0,NA,NA,102.7,0,NA,NA,NA,0,NA,NA,NA,NA,4.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.858,1.289,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.213,NA,NA,NA,NA,0.298,NA,NA,NA,NA,NA,2.83,NA,NA,0,NA,NA,NA,NA,0,masouleh_GA1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2.776,NA,NA,0,0.396,NA,NA,NA,2.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,19.34,NA,NA,NA,NA,NA,NA,1.257,NA,NA,0,29.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
413,NA,NA,NA,NA,NA,39.38,NA,NA,NA,NA,0,NA,0,NA,NA,29.34,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.165,5.053,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.672,3.687,NA,NA,NA,NA,1.786,NA,NA,NA,NA,NA,2.88,NA,NA,0,NA,NA,NA,NA,0,masouleh_GA1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,11.27,NA,NA,1.1043,0.953,NA,NA,NA,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,2.556,NA,NA,NA,NA,NA,NA,1.462,NA,NA,0,44.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,NA,NA,NA,NA,NA,4.106,NA,NA,NA,NA,0,NA,0.311,NA,NA,18.19,0,NA,NA,NA,0.532,NA,NA,NA,NA,2.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10.92,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.211,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2.6465,NA,NA,0,NA,NA,NA,NA,5.856,masouleh_GA1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,9.352,NA,NA,0.64,2.2,NA,NA,NA,7.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,14.75,NA,NA,NA,NA,NA,NA,0,NA,NA,0,62.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,NA,NA,NA,NA,NA,10.34,NA,NA,NA,NA,0,NA,0,NA,NA,26.7,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0.248,NA,NA,4.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.606,0.595,NA,NA,NA,NA,0.78,NA,NA,NA,NA,NA,2.753,NA,NA,0,NA,NA,NA,NA,0,masouleh_GA1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,11.37,NA,NA,2.386,0,NA,NA,NA,13.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,6.439,NA,NA,NA,NA,NA,NA,0,NA,NA,0,223.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
